Id,frame.len,frame.protocols,tcp.stream,tcp.analysis.initial_rtt,tcp.len,tcp.window_size,tcp.flags.syn,tcp.flags.reset,tcp.flags.ack,mqtt.msgtype,mqtt.qos,mqtt.conflag.qos,mqtt.conflag.cleansess,mqtt.kalive,mqtt.username_len,mqtt.passwd_len,mqtt.retain,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.topic_len,mqtt.len,mqtt.conack.val,residual_score,normal_packet_count,test_packet_count,stream_rows,stream_current_positives,stream_attack_fraction,frequency_excess,undecoded_payload,residual_rank,selected_top64,selected_target3000
5617,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,725,0,0
5683,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,726,0,0
5781,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,727,0,0
5844,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,728,0,0
5863,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,729,0,0
5903,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,730,0,0
5907,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,731,0,0
5918,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,732,0,0
6023,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,733,0,0
6028,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,734,0,0
6089,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,735,0,0
6119,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,736,0,0
6132,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,737,0,0
6141,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,738,0,0
6145,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,739,0,0
6317,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,740,0,0
6347,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,741,0,0
6368,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,742,0,0
6437,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,743,0,0
6439,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,744,0,0
6484,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,745,0,0
6489,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,746,0,0
6494,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,747,0,0
6498,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,748,0,0
6597,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,749,0,0
6601,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,750,0,0
6634,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,751,0,0
6639,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,752,0,0
6655,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,753,0,0
6677,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,754,0,0
6740,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,755,0,0
6764,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,756,0,0
6825,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,757,0,0
6835,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,758,0,0
6910,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,759,0,0
6923,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,760,0,0
6948,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,761,0,0
7024,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,762,0,0
7028,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,763,0,0
7034,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,764,0,0
7106,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,765,0,0
7230,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,766,0,0
7250,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,767,0,0
7362,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,768,0,0
7366,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,769,0,0
7487,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,770,0,0
7518,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,771,0,0
7534,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,772,0,0
7543,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,773,0,0
7565,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,774,0,0
7619,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,775,0,0
7642,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,776,0,0
7718,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,777,0,0
7802,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,778,0,0
7824,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,779,0,0
7836,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,780,0,0
8042,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,781,0,0
8071,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,782,0,0
8105,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,783,0,0
8224,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,784,0,0
8283,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,785,0,0
8403,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,786,0,0
8433,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,787,0,0
8454,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,788,0,0
8457,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,789,0,0
8485,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,790,0,0
8652,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,791,0,0
8715,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,792,0,0
8738,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,793,0,0
8913,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,794,0,0
8933,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,795,0,0
9004,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,796,0,0
9062,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,797,0,0
9109,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,798,0,0
9131,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,799,0,0
9192,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,800,0,0
9223,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,801,0,0
9236,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,802,0,0
9266,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,803,0,0
9269,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,804,0,0
9290,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,805,0,0
9300,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,806,0,0
9304,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,807,0,0
9320,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,808,0,0
9406,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,809,0,0
9434,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,810,0,0
9441,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,811,0,0
9526,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,812,0,0
9536,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,813,0,0
9548,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,814,0,0
9549,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,815,0,0
9562,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,816,0,0
9680,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,817,0,0
9688,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,818,0,0
9703,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,819,0,0
9886,60,eth:ethertype:ip:tcp,1,,0,252,0,0,1,,,,,,,,,,,,,,0.05097111566867883,3119,220,2550,170,0.06666666666666667,0.0,0,820,0,0
93,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,821,0,0
109,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,822,0,0
167,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,823,0,0
223,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,824,0,0
284,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,825,0,0
294,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,826,0,0
400,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,827,0,0
417,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,828,0,0
472,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,829,0,0
572,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,830,0,0
651,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,831,0,0
663,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,832,0,0
786,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,833,0,0
813,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,834,0,0
837,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,835,0,0
893,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,836,0,0
967,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,837,0,0
1047,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,838,0,0
1070,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,839,0,0
1100,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,840,0,0
1116,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,841,0,0
1132,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,842,0,0
1268,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,843,0,0
1302,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,844,0,0
1371,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,845,0,0
1395,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,846,0,0
1405,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,847,0,0
1413,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,848,0,0
1422,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,849,0,0
1452,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,850,0,0
1491,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,851,0,0
1517,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,852,0,0
1543,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,853,0,0
1617,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,854,0,0
1641,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,855,0,0
1648,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,856,0,0
1656,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,857,0,0
1670,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,858,0,0
1671,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,859,0,0
1675,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,860,0,0
1676,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,861,0,0
1689,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,862,0,0
1783,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,863,0,0
1793,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,864,0,0
1869,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,865,0,0
1906,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,866,0,0
1943,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,867,0,0
1948,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,868,0,0
1951,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,869,0,0
1977,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,870,0,0
2043,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,871,0,0
2079,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,872,0,0
2096,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,873,0,0
2116,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,874,0,0
2124,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,875,0,0
2162,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,876,0,0
2169,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,877,0,0
2233,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,878,0,0
2250,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,879,0,0
2290,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,880,0,0
2340,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,881,0,0
2358,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,882,0,0
2401,60,eth:ethertype:ip:tcp,1,,0,254,0,0,1,,,,,,,,,,,,,,0.05074027262948998,3366,221,2550,170,0.06666666666666667,0.0,0,883,0,0
